# Wins,# Losses,# Ties
3190,2210,430
3191,2210,430
3191,2211,430
3191,2212,430
3191,2213,430
3191,2214,430
3191,2215,430
3191,2216,430
3192,2216,430
3193,2216,430
3194,2216,430
3195,2216,430
3196,2216,430
3197,2216,430
3198,2216,430
3199,2216,430
3200,2216,430
3201,2216,430
3202,2216,430
3203,2216,430
3204,2216,430
3204,2217,430
3205,2217,430
3205,2218,430
3205,2219,430
3206,2219,430
3207,2219,430
3208,2219,430
3208,2220,430
3208,2221,430
3209,2221,430
3210,2221,430
3211,2221,430
3212,2221,430
3213,2221,430
3214,2221,430
3214,2222,430
3214,2223,430
3215,2223,430
3216,2223,430
3216,2224,430
3217,2224,430
3218,2224,430
3218,2225,430
3219,2225,430
3220,2225,430
3221,2225,430
3222,2225,430
3223,2225,430
3224,2225,430
3225,2225,430
3225,2226,430
3225,2227,430
3226,2227,430
3227,2227,430
3228,2227,430
3229,2227,430
3229,2228,430
3230,2228,430
3231,2228,430
3231,2229,430
3232,2229,430
3233,2229,430
3234,2229,430
3234,2229,431
3235,2229,431
3236,2229,431
3236,2230,431
3237,2230,431
3238,2230,431
3239,2230,431
3239,2231,431
3239,2232,431
3240,2232,431
3240,2233,431
3241,2233,431
3242,2233,431
3242,2233,432
3242,2234,432
3243,2234,432
3244,2234,432
3244,2235,432
3244,2236,432
3245,2236,432
3246,2236,432
3246,2236,433
3246,2237,433
3246,2238,433
3247,2238,433
3248,2238,433
3249,2238,433
3249,2239,433
3250,2239,433
3250,2240,433
3250,2241,433
3250,2242,433
3250,2242,434
3251,2242,434
3252,2242,434
3253,2242,434
3254,2242,434
3254,2243,434
3254,2243,435
3254,2243,436
3255,2243,436
3256,2243,436
3257,2243,436
3257,2244,436
3257,2245,436
3257,2246,436
3258,2246,436
3259,2246,436
3260,2246,436
3260,2246,437
3260,2246,438
3260,2247,438
3261,2247,438
3261,2248,438
3261,2249,438
3262,2249,438
3262,2250,438
3263,2250,438
3264,2250,438
3265,2250,438
3266,2250,438
3267,2250,438
3267,2251,438
3267,2252,438
3268,2252,438
3268,2253,438
3269,2253,438
3270,2253,438
3271,2253,438
3272,2253,438
3273,2253,438
3273,2254,438
3274,2254,438
3275,2254,438
3275,2255,438
3276,2255,438
3276,2256,438
3276,2257,438
3277,2257,438
3277,2258,438
3277,2259,438
3278,2259,438
3278,2260,438
3279,2260,438
3280,2260,438
3280,2260,439
3281,2260,439
3282,2260,439
3283,2260,439
3284,2260,439
3285,2260,439
3285,2261,439
3285,2262,439
3286,2262,439
3286,2263,439
3287,2263,439
3287,2263,440
3287,2264,440
3287,2265,440
3288,2265,440
3288,2266,440
3289,2266,440
3289,2267,440
3289,2268,440
3290,2268,440
3291,2268,440
3291,2269,440
3291,2270,440
3291,2271,440
3292,2271,440
3293,2271,440
3293,2272,440
3294,2272,440
3294,2273,440
3294,2274,440
3295,2274,440
3295,2275,440
3296,2275,440
3297,2275,440
3298,2275,440
3299,2275,440
3299,2276,440
3299,2276,441
3299,2277,441
3299,2278,441
3299,2279,441
3300,2279,441
3300,2280,441
3301,2280,441
3302,2280,441
3302,2281,441
3303,2281,441
3304,2281,441
3304,2282,441
3304,2283,441
3305,2283,441
3306,2283,441
3306,2284,441
3307,2284,441
3308,2284,441
3309,2284,441
3309,2285,441
3309,2286,441
3309,2287,441
3309,2288,441
3309,2289,441
3309,2290,441
3310,2290,441
3311,2290,441
3312,2290,441
3312,2291,441
3312,2292,441
3313,2292,441
3314,2292,441
3315,2292,441
3316,2292,441
3316,2293,441
3316,2293,442
3316,2294,442
3316,2295,442
3317,2295,442
3317,2296,442
3318,2296,442
3318,2297,442
3318,2298,442
3318,2299,442
3319,2299,442
3319,2300,442
3319,2301,442
3320,2301,442
3321,2301,442
3321,2302,442
3322,2302,442
3322,2303,442
3322,2304,442
3322,2305,442
3323,2305,442
3324,2305,442
3325,2305,442
3326,2305,442
3326,2306,442
3327,2306,442
3327,2307,442
3327,2308,442
3327,2309,442
3328,2309,442
3329,2309,442
3330,2309,442
3330,2309,443
3331,2309,443
3331,2310,443
3331,2311,443
3332,2311,443
3332,2312,443
3333,2312,443
3334,2312,443
3335,2312,443
3336,2312,443
3337,2312,443
3337,2313,443
3337,2314,443
3337,2314,444
3338,2314,444
3338,2315,444
3339,2315,444
3339,2316,444
3340,2316,444
3341,2316,444
3342,2316,444
3342,2317,444
3343,2317,444
3344,2317,444
3345,2317,444
3345,2318,444
3345,2319,444
3346,2319,444
3346,2320,444
3347,2320,444
3347,2321,444
3347,2321,445
3347,2322,445
3348,2322,445
3348,2322,446
3349,2322,446
3349,2323,446
3349,2324,446
3350,2324,446
3351,2324,446
3351,2324,447
3351,2325,447
3351,2325,448
3351,2326,448
3351,2326,449
3352,2326,449
3353,2326,449
3353,2327,449
3353,2327,450
3353,2328,450
3354,2328,450
3354,2328,451
3355,2328,451
3355,2329,451
3355,2330,451
3355,2331,451
3355,2331,452
3355,2332,452
3355,2333,452
3355,2333,453
3355,2334,453
3355,2335,453
3356,2335,453
3356,2335,454
3356,2335,455
3356,2335,456
3357,2335,456
3357,2336,456
3358,2336,456
3358,2336,457
3359,2336,457
3359,2337,457
3360,2337,457
3360,2337,458
3360,2338,458
3361,2338,458
3362,2338,458
3363,2338,458
3363,2339,458
3363,2340,458
3364,2340,458
3365,2340,458
3366,2340,458
3367,2340,458
3367,2340,459
3368,2340,459
3368,2341,459
3369,2341,459
3370,2341,459
3370,2341,460
3371,2341,460
3372,2341,460
3373,2341,460
3373,2342,460
3374,2342,460
3375,2342,460
3375,2342,461
3376,2342,461
3377,2342,461
3378,2342,461
3378,2343,461
3378,2344,461
3379,2344,461
3379,2345,461
3379,2346,461
3380,2346,461
3381,2346,461
3381,2347,461
3382,2347,461
3383,2347,461
3384,2347,461
3385,2347,461
3385,2348,461
3385,2349,461
3386,2349,461
3386,2350,461
3387,2350,461
3387,2351,461
3388,2351,461
3389,2351,461
3389,2352,461
3390,2352,461
3391,2352,461
3392,2352,461
3393,2352,461
3394,2352,461
3395,2352,461
3395,2353,461
3395,2354,461
3396,2354,461
3397,2354,461
3397,2355,461
3397,2356,461
3397,2357,461
3398,2357,461
3398,2358,461
3399,2358,461
3399,2359,461
3400,2359,461
3401,2359,461
3402,2359,461
3402,2360,461
3403,2360,461
3403,2361,461
3404,2361,461
3405,2361,461
3406,2361,461
3407,2361,461
3408,2361,461
3409,2361,461
3409,2362,461
3410,2362,461
3411,2362,461
3412,2362,461
3412,2363,461
3413,2363,461
3414,2363,461
3414,2364,461
3415,2364,461
3416,2364,461
3417,2364,461
3418,2364,461
3419,2364,461
3419,2365,461
3419,2366,461
3420,2366,461
3420,2367,461
3421,2367,461
3421,2368,461
3422,2368,461
3422,2369,461
3423,2369,461
3423,2370,461
3424,2370,461
3425,2370,461
3426,2370,461
3427,2370,461
3428,2370,461
3429,2370,461
3430,2370,461
3430,2371,461
3430,2372,461
3430,2372,462
3430,2373,462
3431,2373,462
3431,2374,462
3431,2375,462
3431,2376,462
3432,2376,462
3433,2376,462
3434,2376,462
3434,2377,462
3434,2377,463
3435,2377,463
3436,2377,463
3437,2377,463
3437,2378,463
3438,2378,463
3438,2379,463
3438,2380,463
3439,2380,463
3439,2381,463
3440,2381,463
3441,2381,463
3442,2381,463
3442,2382,463
3442,2383,463
3443,2383,463
3444,2383,463
3444,2383,464
3445,2383,464
3445,2384,464
3446,2384,464
3446,2385,464
3446,2386,464
3447,2386,464
3447,2387,464
3447,2388,464
3448,2388,464
3448,2389,464
3449,2389,464
3450,2389,464
3450,2390,464
3450,2391,464
3451,2391,464
3451,2391,465
3451,2391,466
3452,2391,466
3452,2392,466
3453,2392,466
3453,2393,466
3454,2393,466
3455,2393,466
3456,2393,466
3456,2393,467
3457,2393,467
3457,2393,468
3457,2394,468
3457,2394,469
3458,2394,469
3459,2394,469
3459,2395,469
3460,2395,469
3460,2396,469
3460,2397,469
3461,2397,469
3461,2398,469
3461,2399,469
3461,2399,470
3461,2400,470
3462,2400,470
3463,2400,470
3464,2400,470
3465,2400,470
3466,2400,470
3467,2400,470
3467,2401,470
3468,2401,470
3469,2401,470
3470,2401,470
3470,2401,471
3471,2401,471
3471,2401,472
3472,2401,472
3473,2401,472
3474,2401,472
3475,2401,472
3475,2402,472
3476,2402,472
3476,2403,472
3477,2403,472
3478,2403,472
3479,2403,472
3479,2403,473
3480,2403,473
3480,2404,473
3480,2405,473
3480,2405,474
3481,2405,474
3481,2406,474
3482,2406,474
3482,2407,474
3482,2408,474
3482,2408,475
3483,2408,475
3484,2408,475
3485,2408,475
3485,2409,475
3485,2410,475
3486,2410,475
3486,2411,475
3487,2411,475
3488,2411,475
3489,2411,475
3490,2411,475
3491,2411,475
3492,2411,475
3493,2411,475
3494,2411,475
3494,2412,475
3495,2412,475
3496,2412,475
3497,2412,475
3498,2412,475
3499,2412,475
3499,2413,475
3499,2414,475
3500,2414,475
3501,2414,475
3502,2414,475
3503,2414,475
3503,2415,475
3503,2416,475
3504,2416,475
3505,2416,475
3505,2417,475
3506,2417,475
3506,2418,475
3506,2419,475
3506,2419,476
3507,2419,476
3508,2419,476
3509,2419,476
3509,2420,476
3510,2420,476
3511,2420,476
3512,2420,476
3512,2421,476
3512,2422,476
3512,2423,476
3513,2423,476
3514,2423,476
3514,2424,476
3515,2424,476
3516,2424,476
3517,2424,476
3518,2424,476
3518,2425,476
3518,2426,476
3519,2426,476
3520,2426,476
3521,2426,476
3521,2427,476
3522,2427,476
3523,2427,476
3523,2428,476
3524,2428,476
3524,2429,476
3524,2429,477
3525,2429,477
3525,2430,477
3525,2431,477
3526,2431,477
3526,2432,477
3527,2432,477
3528,2432,477
3529,2432,477
3530,2432,477
3530,2433,477
3530,2434,477
3531,2434,477
3532,2434,477
3532,2435,477
3532,2436,477
3533,2436,477
3533,2437,477
3534,2437,477
3534,2438,477
3535,2438,477
3535,2439,477
3535,2440,477
3536,2440,477
3537,2440,477
3537,2441,477
3537,2442,477
3538,2442,477
3539,2442,477
3540,2442,477
3541,2442,477
3542,2442,477
3543,2442,477
3543,2442,478
3543,2443,478
3543,2444,478
3543,2445,478
3544,2445,478
3545,2445,478
3545,2446,478
3545,2447,478
3545,2447,479
3545,2448,479
3546,2448,479
3547,2448,479
3548,2448,479
3549,2448,479
3549,2449,479
3550,2449,479
3550,2450,479
3551,2450,479
3552,2450,479
3552,2451,479
3553,2451,479
3553,2452,479
3553,2453,479
3554,2453,479
3555,2453,479
3555,2454,479
3556,2454,479
3557,2454,479
3557,2455,479
3558,2455,479
3558,2456,479
3559,2456,479
3559,2457,479
3559,2458,479
3559,2459,479
3560,2459,479
3561,2459,479
3561,2460,479
3561,2460,480
3562,2460,480
3562,2461,480
3562,2461,481
3562,2462,481
3563,2462,481
3564,2462,481
3564,2463,481
3565,2463,481
3566,2463,481
3566,2463,482
3567,2463,482
3567,2464,482
3568,2464,482
3568,2464,483
3569,2464,483
3569,2465,483
3569,2466,483
3570,2466,483
3570,2467,483
3571,2467,483
3572,2467,483
3572,2468,483
3572,2469,483
3573,2469,483
3574,2469,483
3574,2470,483
3574,2471,483
3574,2471,484
3574,2472,484
3574,2472,485
3574,2473,485
3574,2473,486
3574,2474,486
3575,2474,486
3575,2475,486
3576,2475,486
3577,2475,486
3577,2476,486
3578,2476,486
3579,2476,486
3580,2476,486
3580,2477,486
3581,2477,486
3582,2477,486
3583,2477,486
3584,2477,486
3585,2477,486
3586,2477,486
3586,2478,486
3587,2478,486
3588,2478,486
3589,2478,486
3590,2478,486
3591,2478,486
3592,2478,486
3592,2479,486
3593,2479,486
3594,2479,486
3594,2480,486
3595,2480,486
3595,2481,486
3596,2481,486
3596,2482,486
3597,2482,486
3598,2482,486
3599,2482,486
3599,2483,486
3599,2484,486
3599,2485,486
3599,2486,486
3599,2487,486
3600,2487,486
3601,2487,486
3602,2487,486
3602,2488,486
3603,2488,486
3603,2489,486
3604,2489,486
3605,2489,486
3606,2489,486
3607,2489,486
3607,2489,487
3608,2489,487
3608,2490,487
3609,2490,487
3610,2490,487
3610,2491,487
3611,2491,487
3612,2491,487
3612,2492,487
3613,2492,487
3613,2493,487
3613,2494,487
3614,2494,487
3615,2494,487
3615,2495,487
3616,2495,487
3616,2495,488
3616,2496,488
3617,2496,488
3618,2496,488
3619,2496,488
3620,2496,488
3620,2497,488
3621,2497,488
3622,2497,488
3622,2498,488
3623,2498,488
3623,2499,488
3624,2499,488
3624,2500,488
3625,2500,488
3626,2500,488
3627,2500,488
3628,2500,488
3628,2500,489
3628,2501,489
3629,2501,489
3630,2501,489
3630,2502,489
3631,2502,489
3631,2503,489
3632,2503,489
3632,2504,489
3632,2505,489
3632,2506,489
3632,2507,489
3632,2508,489
3633,2508,489
3633,2509,489
3634,2509,489
3634,2510,489
3635,2510,489
3635,2511,489
3636,2511,489
3636,2511,490
3637,2511,490
3637,2512,490
3638,2512,490
3639,2512,490
3640,2512,490
3640,2513,490
3641,2513,490
3642,2513,490
3642,2513,491
3643,2513,491
3644,2513,491
3644,2514,491
3644,2515,491
3644,2516,491
3645,2516,491
3645,2517,491
3646,2517,491
3647,2517,491
3648,2517,491
3649,2517,491
3650,2517,491
3650,2517,492
3650,2518,492
3650,2519,492
3650,2520,492
3650,2521,492
3651,2521,492
3652,2521,492
3652,2522,492
3652,2523,492
3652,2524,492
3652,2525,492
3653,2525,492
3654,2525,492
3654,2525,493
3654,2525,494
3655,2525,494
3656,2525,494
3657,2525,494
3658,2525,494
3659,2525,494
3660,2525,494
3660,2525,495
3661,2525,495
3662,2525,495
3662,2526,495
3662,2527,495
3662,2528,495
3663,2528,495
3663,2528,496
3664,2528,496
3664,2529,496
3664,2529,497
3665,2529,497
3665,2529,498
3665,2529,499
3666,2529,499
3666,2529,500
3666,2530,500
3666,2530,501
3667,2530,501
3668,2530,501
3668,2531,501
3668,2532,501
3669,2532,501
3670,2532,501
3670,2533,501
3670,2534,501
3670,2535,501
3671,2535,501
3671,2535,502
3671,2536,502
3671,2537,502
3671,2538,502
3671,2538,503
3672,2538,503
3672,2539,503
3672,2539,504
3673,2539,504
3673,2539,505
3674,2539,505
3674,2540,505
3674,2541,505
3674,2542,505
3674,2543,505
3674,2543,506
3674,2544,506
3675,2544,506
3675,2544,507
3675,2544,508
3675,2544,509
3676,2544,509
3677,2544,509
3678,2544,509
3679,2544,509
3680,2544,509
3680,2545,509
3681,2545,509
3682,2545,509
3683,2545,509
3684,2545,509
3685,2545,509
3686,2545,509
3687,2545,509
3688,2545,509
3688,2546,509
3689,2546,509
3690,2546,509
3691,2546,509
3692,2546,509
3692,2547,509
3693,2547,509
3693,2548,509
3694,2548,509
3694,2549,509
3695,2549,509
3696,2549,509
3696,2550,509
3696,2551,509
3697,2551,509
3697,2552,509
3698,2552,509
3699,2552,509
3699,2553,509
3700,2553,509
3700,2554,509
3700,2555,509
3700,2556,509
3700,2557,509
3701,2557,509
3701,2558,509
3701,2559,509
3701,2560,509
3702,2560,509
3703,2560,509
3704,2560,509
3705,2560,509
3705,2561,509
3706,2561,509
3707,2561,509
3707,2562,509
3707,2562,510
3707,2563,510
3708,2563,510
3709,2563,510
3710,2563,510
3710,2564,510
3710,2565,510
3710,2566,510
3711,2566,510
3712,2566,510
3712,2566,511
3712,2567,511
3713,2567,511
3713,2568,511
3714,2568,511
3715,2568,511
3716,2568,511
3717,2568,511
3717,2569,511
3718,2569,511
3719,2569,511
3720,2569,511
3720,2570,511
3721,2570,511
3722,2570,511
3723,2570,511
3723,2571,511
3723,2571,512
3723,2571,513
3723,2572,513
3724,2572,513
3724,2573,513
3724,2574,513
3725,2574,513
3726,2574,513
3726,2575,513
3727,2575,513
3727,2576,513
3727,2577,513
3727,2578,513
3728,2578,513
3729,2578,513
3730,2578,513
3730,2579,513
3731,2579,513
3731,2580,513
3731,2581,513
3732,2581,513
3733,2581,513
3733,2582,513
3733,2583,513
3733,2584,513
3734,2584,513
3735,2584,513
3735,2585,513
3735,2586,513
3736,2586,513
3737,2586,513
3738,2586,513
3738,2587,513
3739,2587,513
3739,2587,514
3739,2587,515
3739,2588,515
3739,2589,515
3740,2589,515
3740,2590,515
3740,2591,515
3740,2592,515
3741,2592,515
3741,2593,515
3741,2594,515
3741,2595,515
3742,2595,515
3743,2595,515
3743,2596,515
3744,2596,515
3744,2597,515
3744,2598,515
3745,2598,515
3746,2598,515
3746,2599,515
3746,2599,516
3747,2599,516
3748,2599,516
3749,2599,516
3749,2600,516
3750,2600,516
3751,2600,516
3752,2600,516
3753,2600,516
3753,2601,516
3754,2601,516
3755,2601,516
3755,2602,516
3755,2603,516
3755,2604,516
3756,2604,516
3757,2604,516
3758,2604,516
3759,2604,516
3760,2604,516
3761,2604,516
3761,2605,516
3762,2605,516
3762,2606,516
3762,2607,516
3762,2608,516
3762,2609,516
3763,2609,516
3764,2609,516
3764,2610,516
3764,2611,516
3764,2612,516
3764,2613,516
3764,2614,516
3765,2614,516
3766,2614,516
3767,2614,516
3767,2615,516
3767,2616,516
3768,2616,516
3769,2616,516
3770,2616,516
3770,2617,516
3770,2617,517
3770,2618,517
3770,2618,518
3770,2619,518
3770,2620,518
3771,2620,518
3771,2621,518
3771,2622,518
3771,2622,519
3771,2622,520
3771,2623,520
3772,2623,520
3772,2624,520
3773,2624,520
3774,2624,520
3774,2624,521
3774,2625,521
3774,2626,521
3774,2627,521
3774,2628,521
3775,2628,521
3776,2628,521
3776,2629,521
3777,2629,521
3777,2630,521
3777,2630,522
3777,2631,522
3778,2631,522
3778,2631,523
3778,2632,523
3778,2633,523
3779,2633,523
3780,2633,523
3781,2633,523
3782,2633,523
3783,2633,523
3783,2633,524
3784,2633,524
3785,2633,524
3785,2633,525
3786,2633,525
3787,2633,525
3788,2633,525
3789,2633,525
3789,2634,525
3790,2634,525
3790,2635,525
3790,2636,525
3791,2636,525
3791,2637,525
3792,2637,525
3792,2638,525
3793,2638,525
3794,2638,525
3794,2639,525
3794,2640,525
3794,2641,525
3794,2642,525
3795,2642,525
3795,2643,525
3795,2644,525
3796,2644,525
3796,2645,525
3797,2645,525
3797,2646,525
3797,2647,525
3798,2647,525
3798,2648,525
3799,2648,525
3799,2649,525
3800,2649,525
3800,2650,525
3801,2650,525
3802,2650,525
3803,2650,525
3803,2651,525
3804,2651,525
3805,2651,525
3805,2652,525
3806,2652,525
3807,2652,525
3807,2653,525
3808,2653,525
3808,2653,526
3809,2653,526
3809,2654,526
3810,2654,526
3810,2655,526
3810,2656,526
3811,2656,526
3812,2656,526
3812,2657,526
3812,2658,526
3813,2658,526
3813,2659,526
3814,2659,526
3814,2660,526
3814,2661,526
3815,2661,526
3816,2661,526
3817,2661,526
3817,2662,526
3818,2662,526
3818,2663,526
3819,2663,526
3819,2664,526
3819,2665,526
3820,2665,526
3821,2665,526
3821,2666,526
3822,2666,526
3823,2666,526
3824,2666,526
3824,2667,526
3825,2667,526
3826,2667,526
3827,2667,526
3828,2667,526
3829,2667,526
3829,2668,526
3830,2668,526
3830,2669,526
3831,2669,526
3831,2670,526
3831,2671,526
3832,2671,526
3833,2671,526
3833,2672,526
3834,2672,526
3834,2673,526
3834,2673,527
3835,2673,527
3835,2673,528
3836,2673,528
3837,2673,528
3837,2674,528
3838,2674,528
3838,2674,529
3839,2674,529
3840,2674,529
3840,2675,529
3840,2676,529
3840,2677,529
3841,2677,529
3842,2677,529
3842,2678,529
3842,2679,529
3842,2680,529
3842,2680,530
3843,2680,530
3843,2681,530
3844,2681,530
3845,2681,530
3846,2681,530
3847,2681,530
3848,2681,530
3848,2682,530
3849,2682,530
3849,2683,530
3850,2683,530
3851,2683,530
3851,2683,531
3851,2684,531
3851,2685,531
3852,2685,531
3853,2685,531
3853,2686,531
3854,2686,531
3855,2686,531
3856,2686,531
3856,2687,531
3857,2687,531
3858,2687,531
3859,2687,531
3860,2687,531
3860,2688,531
3861,2688,531
3861,2689,531
3862,2689,531
3862,2689,532
3862,2689,533
3863,2689,533
3864,2689,533
3864,2690,533
3865,2690,533
3865,2691,533
3865,2692,533
3865,2693,533
3866,2693,533
3867,2693,533
3868,2693,533
3868,2694,533
3868,2695,533
3868,2696,533
3869,2696,533
3870,2696,533
3871,2696,533
3872,2696,533
3873,2696,533
3874,2696,533
3875,2696,533
3876,2696,533
3876,2697,533
3877,2697,533
3877,2698,533
3878,2698,533
3879,2698,533
3880,2698,533
3880,2699,533
3881,2699,533
3882,2699,533
3882,2700,533
3882,2701,533
3882,2702,533
3883,2702,533
3884,2702,533
3885,2702,533
3886,2702,533
3887,2702,533
3887,2703,533
3888,2703,533
3888,2704,533
3888,2705,533
3889,2705,533
3889,2705,534
3890,2705,534
3891,2705,534
3892,2705,534
3893,2705,534
3894,2705,534
3894,2706,534
3894,2707,534
3894,2708,534
3894,2708,535
3895,2708,535
3896,2708,535
3896,2709,535
3897,2709,535
3898,2709,535
3899,2709,535
3900,2709,535
3901,2709,535
3902,2709,535
3902,2710,535
3903,2710,535
3903,2710,536
3903,2710,537
3903,2711,537
3904,2711,537
3904,2712,537
3904,2713,537
3905,2713,537
3905,2714,537
3905,2714,538
3906,2714,538
3906,2715,538
3907,2715,538
3907,2716,538
3907,2717,538
3908,2717,538
3908,2718,538
3908,2719,538
3908,2719,539
3909,2719,539
3910,2719,539
3910,2720,539
3910,2721,539
3911,2721,539
3912,2721,539
3913,2721,539
3914,2721,539
3914,2722,539
3915,2722,539
3915,2723,539
3915,2724,539
3915,2725,539
3915,2726,539
3915,2727,539
3915,2728,539
3916,2728,539
3916,2729,539
3917,2729,539
3917,2730,539
3918,2730,539
3919,2730,539
3919,2731,539
3920,2731,539
3921,2731,539
3921,2732,539
3922,2732,539
3922,2733,539
3923,2733,539
3924,2733,539
3925,2733,539
3925,2734,539
3926,2734,539
3926,2735,539
3926,2736,539
3926,2737,539
3927,2737,539
3928,2737,539
3928,2738,539
3928,2739,539
3929,2739,539
3930,2739,539
3931,2739,539
3931,2740,539
3931,2741,539
3932,2741,539
3932,2742,539
3933,2742,539
3934,2742,539
3934,2743,539
3934,2744,539
3935,2744,539
3935,2745,539
3936,2745,539
3936,2746,539
3936,2747,539
3936,2748,539
3936,2749,539
3937,2749,539
3938,2749,539
3939,2749,539
3939,2750,539
3940,2750,539
3940,2750,540
3941,2750,540
3941,2751,540
3941,2752,540
3942,2752,540
3943,2752,540
3944,2752,540
3945,2752,540
3946,2752,540
3946,2753,540
3947,2753,540
3947,2754,540
3948,2754,540
3949,2754,540
3949,2755,540
3950,2755,540
3950,2755,541
3951,2755,541
3952,2755,541
3952,2756,541
3953,2756,541
3954,2756,541
3954,2757,541
3955,2757,541
3956,2757,541
3957,2757,541
3958,2757,541
3959,2757,541
3959,2758,541
3959,2759,541
3960,2759,541
3960,2760,541
3961,2760,541
3962,2760,541
3963,2760,541
3963,2761,541
3963,2762,541
3964,2762,541
3964,2763,541
3965,2763,541
3965,2764,541
3966,2764,541
3966,2765,541
3967,2765,541
3968,2765,541
3968,2766,541
3969,2766,541
3970,2766,541
3970,2767,541
3971,2767,541
3971,2768,541
3971,2768,542
3971,2768,543
3972,2768,543
3972,2769,543
3973,2769,543
3974,2769,543
3974,2770,543
3974,2771,543
3975,2771,543
3976,2771,543
3976,2772,543
3976,2773,543
3977,2773,543
3977,2774,543
3977,2775,543
3978,2775,543
3978,2776,543
3979,2776,543
3980,2776,543
3981,2776,543
3982,2776,543
3982,2777,543
3982,2777,544
3982,2778,544
3982,2779,544
3982,2780,544
3983,2780,544
3983,2780,545
3983,2780,546
3983,2781,546
3984,2781,546
3985,2781,546
3985,2782,546
3985,2783,546
3985,2784,546
3985,2785,546
3986,2785,546
3986,2786,546
3986,2787,546
3987,2787,546
3987,2788,546
3987,2789,546
3987,2790,546
3987,2791,546
3987,2792,546
3988,2792,546
3989,2792,546
3989,2792,547
3990,2792,547
3991,2792,547
3992,2792,547
3993,2792,547
3993,2792,548
3993,2793,548
3993,2794,548
3994,2794,548
3995,2794,548
3995,2795,548
3996,2795,548
3997,2795,548
3998,2795,548
3999,2795,548
3999,2796,548
4000,2796,548
4001,2796,548
4002,2796,548
4003,2796,548
4004,2796,548
4005,2796,548
4006,2796,548
4007,2796,548
4008,2796,548
4009,2796,548
4010,2796,548
4011,2796,548
4011,2797,548
4011,2798,548
4012,2798,548
4012,2799,548
4012,2800,548
4012,2801,548
4012,2801,549
4013,2801,549
4013,2801,550
4013,2801,551
4013,2802,551
4014,2802,551
4015,2802,551
4016,2802,551
4016,2803,551
4016,2804,551
4017,2804,551
4017,2805,551
4018,2805,551
4018,2806,551
4019,2806,551
4020,2806,551
4020,2806,552
4020,2807,552
4021,2807,552
4022,2807,552
4022,2808,552
4023,2808,552
4023,2809,552
4024,2809,552
4025,2809,552
4025,2809,553
4025,2810,553
4025,2811,553
4026,2811,553
4026,2812,553
4026,2813,553
4027,2813,553
4028,2813,553
4029,2813,553
4029,2814,553
4029,2815,553
4030,2815,553
4030,2816,553
4031,2816,553
4031,2817,553
4031,2818,553
4031,2819,553
4032,2819,553
4033,2819,553
4033,2820,553
4033,2821,553
4034,2821,553
4034,2822,553
4034,2823,553
4034,2824,553
4034,2825,553
4035,2825,553
4036,2825,553
4037,2825,553
4037,2826,553
4037,2826,554
4038,2826,554
4039,2826,554
4040,2826,554
4041,2826,554
4041,2827,554
4042,2827,554
4042,2828,554
4043,2828,554
4044,2828,554
4044,2829,554
4044,2830,554
4045,2830,554
4046,2830,554
4046,2831,554
4047,2831,554
4048,2831,554
4049,2831,554
4050,2831,554
4051,2831,554
4051,2832,554
4051,2832,555
4051,2833,555
4051,2834,555
4052,2834,555
4053,2834,555
4054,2834,555
4054,2834,556
4055,2834,556
4056,2834,556
4056,2835,556
4056,2836,556
4056,2837,556
4057,2837,556
4058,2837,556
4059,2837,556
4059,2838,556
4060,2838,556
4061,2838,556
4062,2838,556
4062,2839,556
4062,2840,556
4063,2840,556
4064,2840,556
4064,2841,556
4064,2842,556
4065,2842,556
4065,2843,556
4065,2844,556
4065,2845,556
4065,2846,556
4066,2846,556
4067,2846,556
4067,2847,556
4067,2848,556
4068,2848,556
4069,2848,556
4069,2849,556
4070,2849,556
4071,2849,556
4071,2849,557
4071,2849,558
4071,2849,559
4071,2850,559
4072,2850,559
4072,2851,559
4073,2851,559
4074,2851,559
4074,2852,559
4075,2852,559
4076,2852,559
4077,2852,559
4077,2853,559
4078,2853,559
4078,2854,559
4079,2854,559
4079,2855,559
4079,2856,559
4080,2856,559
4081,2856,559
4082,2856,559
4082,2857,559
4083,2857,559
4084,2857,559
4085,2857,559
4086,2857,559
4086,2858,559
4086,2858,560
4087,2858,560
4087,2859,560
4088,2859,560
4088,2860,560
4088,2860,561
4089,2860,561
4090,2860,561
4090,2861,561
4091,2861,561
4091,2862,561
4092,2862,561
4093,2862,561
4094,2862,561
4094,2863,561
4095,2863,561
4095,2864,561
4096,2864,561
4097,2864,561
4097,2865,561
4098,2865,561
4099,2865,561
4100,2865,561
4101,2865,561
4101,2866,561
4102,2866,561
4102,2867,561
4102,2868,561
4102,2869,561
4103,2869,561
4104,2869,561
4105,2869,561
4106,2869,561
4106,2870,561
4107,2870,561
4108,2870,561
4108,2871,561
4108,2872,561
4109,2872,561
4110,2872,561
4111,2872,561
4112,2872,561
4112,2873,561
4112,2874,561
4113,2874,561
4113,2875,561
4114,2875,561
4114,2876,561
4115,2876,561
4115,2877,561
4115,2878,561
4116,2878,561
4117,2878,561
4118,2878,561
4118,2879,561
4119,2879,561
4119,2880,561
4120,2880,561
4121,2880,561
4121,2881,561
4122,2881,561
4123,2881,561
4123,2882,561
4124,2882,561
4125,2882,561
4126,2882,561
4127,2882,561
4128,2882,561
4129,2882,561
4129,2882,562
4129,2882,563
4130,2882,563
4131,2882,563
4132,2882,563
